id,developerId,treatmentAssignment,status,priorExperience,estimatedTimeWithAI,estimatedTimeWithoutAI,createdAt,lastModified,initialImplementationTime,postReviewImplementationTime,estimatedTimeOtherTreatment,perceivedEffort,isPanelDeveloper
fd08fd4c-0590-474d-ac7e-7cb3c8284655,26,AI-disallowed,complete,4.0,80.0,60.0,2026-01-12,2026-01-14,46.0,0.0,60.0,1.0,True
f36c25c4-1ff5-4250-8b30-a567380801ff,26,AI-disallowed,incomplete,4.0,40.0,60.0,2026-01-14,2026-01-14,40.0,,,1.0,True
4fc46a13-7d42-486e-ae42-c558bb1891cf,35,AI-disallowed,incomplete,2.0,40.0,50.0,2026-01-15,2026-01-15,165.0,,,,True
f6a6f23b-98be-43f0-b398-5866e51711c2,35,AI-allowed,complete,3.0,50.0,50.0,2026-01-16,2026-02-02,31.0,0.0,31.0,3.0,True
4b647994-2456-47a5-941a-e219fee25be7,26,AI-allowed,incomplete,3.0,420.0,360.0,2026-01-19,2026-01-30,347.0,,,3.0,True
01a3e4d9-5b75-4b7a-bcb8-7df72e44a746,26,AI-disallowed,complete,3.0,60.0,50.0,2026-01-19,2026-01-26,67.0,0.0,50.0,1.0,True
d98d22fb-4f44-4951-9cae-af242fbc77f2,26,AI-disallowed,complete,3.0,50.0,70.0,2026-01-20,2026-01-28,63.0,10.0,60.0,1.0,True
e5707708-cc24-4f45-88a1-a312a7cb6ccc,26,AI-disallowed,incomplete,4.0,420.0,360.0,2026-01-24,2026-02-06,802.0,,,5.0,True
614bd762-bd69-4fc8-a819-ce64a3354a01,26,AI-allowed,complete,5.0,50.0,70.0,2026-01-24,2026-01-26,45.0,0.0,60.0,1.0,True
c2ea550c-4baf-4e71-b86d-e697ec2c4c3b,26,AI-allowed,complete,5.0,60.0,70.0,2026-01-24,2026-01-28,26.0,0.0,60.0,1.0,True
1959cf65-c374-4836-b75a-09a187403ca1,26,AI-allowed,complete,1.0,90.0,120.0,2026-01-25,2026-01-26,93.0,60.0,120.0,1.0,True
d1a43f7d-9a24-4e71-8c68-0fb1c78df75a,26,AI-disallowed,incomplete,1.0,90.0,150.0,2026-01-25,2026-01-25,126.0,,,2.0,True
46a240aa-5b65-4c81-8219-4b2627ef9698,26,AI-allowed,incomplete,5.0,60.0,90.0,2026-01-26,2026-01-27,144.0,,,2.0,True
80280d0a-052f-4545-bf27-9dc095446990,26,AI-disallowed,incomplete,3.0,90.0,150.0,2026-01-27,2026-01-28,325.0,,,2.0,True
b12fadf9-21d2-4caf-a96b-d507c3f1071b,26,AI-disallowed,incomplete,4.0,60.0,90.0,2026-02-02,2026-02-02,123.0,,,1.0,True
72ccf53d-8081-44f7-90d4-88cd31085226,35,AI-disallowed,complete,4.0,30.0,40.0,2026-02-06,2026-02-12,91.0,0.0,91.0,3.0,True
51265b62-4bbd-4a5f-994a-47cc5a8aaf0d,26,AI-disallowed,incomplete,1.0,90.0,120.0,2026-02-07,2026-02-07,,,,,True
d2d2251d-7627-441f-84f0-7e85e79cea07,26,AI-disallowed,incomplete,3.0,90.0,120.0,2026-02-07,2026-02-21,107.0,,,1.0,True
c79a0030-c84f-441a-839d-429fe0fbc8bd,26,AI-disallowed,incomplete,1.0,90.0,120.0,2026-02-07,2026-02-22,173.0,,,1.0,True
b3b99c31-35e0-4066-8007-1240d75c5439,26,AI-disallowed,incomplete,1.0,120.0,180.0,2026-02-07,2026-02-19,805.0,,450.0,5.0,True
510d52d9-017b-4587-bb79-d86b9a01488f,26,AI-disallowed,incomplete,1.0,120.0,180.0,2026-02-07,2026-02-07,,,,,True
d464c7c2-58af-4ff9-aa59-b7cc89e2b97d,35,AI-disallowed,incomplete,3.0,50.0,70.0,2026-02-12,2026-02-12,,,,,True
1229a203-2652-4529-809a-9de4370edcf3,17,AI-disallowed,complete,5.0,15.0,15.0,2025-09-24,2025-09-24,3.0,0.0,3.0,1.0,False
c1980ef8-442a-47fe-aa5b-36cba56b410d,17,AI-allowed,complete,5.0,5.0,10.0,2025-09-24,2025-09-24,8.0,0.0,8.0,2.0,False
0e066ed2-d2ca-4f0a-a510-6107978d9477,17,AI-disallowed,complete,2.0,30.0,30.0,2025-09-24,2025-09-24,45.0,0.0,45.0,3.0,False
3a448cbd-bfaa-4947-81fa-500fe3cead21,17,AI-disallowed,complete,3.0,60.0,40.0,2025-09-25,2025-09-25,45.0,0.0,60.0,3.0,False
85316ade-1311-4eee-b4a7-27d28ce299eb,17,AI-allowed,complete,5.0,5.0,5.0,2025-09-25,2025-09-25,5.0,0.0,5.0,1.0,False
bd89cd84-c6f8-41e7-9994-56cd6b9b28be,24,AI-allowed,ditched,3.0,200.0,150.0,2025-09-25,2025-09-25,200.0,200.0,200.0,2.0,False
9dc6b123-ab20-455e-96da-708a3eebf64b,27,AI-allowed,complete,3.0,90.0,120.0,2025-09-26,2025-09-30,114.0,0.0,130.0,3.0,False
041bc1f4-d311-499e-b445-73b066849e4e,27,AI-allowed,complete,3.0,60.0,60.0,2025-09-26,2025-09-29,20.0,0.0,60.0,1.0,False
6d0cabeb-cfc2-4441-a0ee-1a2a97ccb3fc,24,AI-disallowed,complete,4.0,160.0,180.0,2025-09-28,2025-09-28,210.0,0.0,210.0,2.0,False
9aebc98c-2964-4cc1-af53-26817aa4c5ff,27,AI-disallowed,incomplete,3.0,45.0,75.0,2025-09-29,2025-09-29,,,,,False
3c306dcd-96eb-4550-b36d-d9100f89ec83,27,AI-disallowed,complete,3.0,60.0,75.0,2025-09-29,2025-10-05,80.0,12.0,50.0,3.0,False
7898fc56-82a1-4638-82fe-2ea55d725ec1,41,AI-disallowed,complete,1.0,60.0,120.0,2025-09-30,2026-02-21,330.0,0.0,120.0,3.0,False
395461bd-7105-4be3-a21a-a246692257fe,27,AI-disallowed,incomplete,3.0,45.0,90.0,2025-09-30,2025-09-30,,,,,False
6148353a-fc65-4f15-b403-5e87adf72fdb,17,AI-allowed,ditched,1.0,60.0,60.0,2025-09-30,2026-01-26,,,,,False
f0990624-51bb-49fd-afae-a03c985cdd68,17,AI-allowed,complete,2.0,180.0,300.0,2025-10-01,2025-10-19,455.0,0.0,455.0,4.0,False
9a11bb4e-46d3-4de6-bd9e-e4f133987836,17,AI-disallowed,complete,2.0,45.0,30.0,2025-10-01,2025-10-01,25.0,0.0,25.0,2.0,False
0dc40f85-d478-4992-a35e-1656b78fa3e1,41,AI-allowed,complete,1.0,30.0,60.0,2025-10-03,2025-10-03,60.0,40.0,120.0,2.0,False
330cad1e-350d-4761-b64e-0ab2f60d8982,24,AI-allowed,complete,2.0,480.0,600.0,2025-10-04,2025-10-07,610.0,0.0,640.0,3.0,False
37aaaa0d-a75a-4231-bcf3-c9a5ea6cfcc4,53,AI-disallowed,complete,2.0,360.0,360.0,2025-10-06,2026-01-28,144.0,0.0,144.0,5.0,False
f96ede7e-7dd0-499a-ba9b-77169aa712db,43,AI-disallowed,incomplete,4.0,30.0,30.0,2025-10-06,2025-10-14,60.0,,60.0,1.0,False
9678d445-7082-4fa2-875a-a4e1868bfac3,40,AI-disallowed,complete,2.0,200.0,400.0,2025-10-07,2025-10-17,300.0,150.0,400.0,3.0,False
688ae8b9-b45d-47fc-a9dd-b1fa3f723afc,24,AI-disallowed,complete,4.0,600.0,720.0,2025-10-08,2025-10-18,575.0,0.0,575.0,4.0,False
e85f78f1-2350-4972-88c4-c642682c1ba6,23,AI-allowed,complete,3.0,60.0,90.0,2025-10-10,2025-10-17,182.0,0.0,170.0,3.0,False
f085f718-7592-4490-8038-e5fab4ad0051,17,AI-disallowed,complete,2.0,300.0,360.0,2025-10-11,2025-10-19,477.0,0.0,477.0,4.0,False
0eefe3ad-c899-49a1-8d1c-b7f2e4ac10bd,24,AI-allowed,complete,4.0,360.0,360.0,2025-10-13,2025-10-18,950.0,0.0,760.0,5.0,False
9497862f-105f-4344-be94-ff9553cd7f7c,17,AI-allowed,complete,2.0,180.0,300.0,2025-10-13,2025-10-19,166.0,0.0,300.0,4.0,False
750524fa-c505-4b2d-9c98-66a8a69cace9,43,AI-allowed,complete,2.0,60.0,90.0,2025-10-14,2025-10-18,60.0,90.0,120.0,2.0,False
440ea448-0dbd-4c8c-a683-ebcc6c40edf8,40,AI-disallowed,complete,2.0,200.0,300.0,2025-10-16,2025-11-10,240.0,30.0,200.0,3.0,False
8db67c0e-2e68-4afb-a994-9178fb96dcb0,17,AI-disallowed,complete,3.0,120.0,120.0,2025-10-16,2025-11-01,180.0,0.0,180.0,4.0,False
cb7851f3-2ccc-48a2-8451-157b0b0b0d28,4,AI-allowed,complete,5.0,90.0,60.0,2025-10-17,2025-10-17,105.0,0.0,120.0,4.0,False
3b8b32de-c64e-40d6-a1b5-73547c93dede,23,AI-allowed,ditched,2.0,180.0,180.0,2025-10-17,2025-10-28,,,,,False
effd3d3c-7faa-46e2-87b4-ab806f44701d,17,AI-allowed,complete,1.0,60.0,60.0,2025-10-17,2025-10-19,43.0,0.0,43.0,3.0,False
20e802e2-a32d-448e-a068-8322d6cfd1db,36,AI-allowed,complete,2.0,30.0,60.0,2025-10-17,2025-10-17,46.0,0.0,90.0,2.0,False
f1e0e5e3-9d30-49bd-88ef-4473e40714df,17,AI-disallowed,complete,1.0,5.0,4.0,2025-10-17,2025-10-19,120.0,0.0,120.0,2.0,False
a3d8d58b-ba90-4e30-b30a-dc9c82b317b3,8,AI-allowed,complete,1.0,45.0,60.0,2025-10-18,2025-11-25,460.0,30.0,580.0,4.0,False
9bf6c2db-7825-4363-bd1e-9b729073f8eb,2,AI-disallowed,complete,3.0,480.0,600.0,2025-10-18,2025-10-21,885.0,90.0,240.0,4.0,False
fa09cf8b-8574-4cc4-9bff-339314ca8491,46,AI-disallowed,incomplete,2.0,45.0,60.0,2025-10-19,2025-10-19,,,,,False
2532314b-b657-46b6-a046-75ab83fefa79,24,AI-allowed,complete,4.0,240.0,270.0,2025-10-19,2025-10-20,540.0,0.0,630.0,4.0,False
eb8bca4e-2d3e-42df-b402-88a04c816aa9,17,AI-allowed,complete,2.0,120.0,120.0,2025-10-19,2025-10-22,173.0,0.0,173.0,4.0,False
978ead5f-ddd4-4a06-bcfb-b06e46a9b590,4,AI-allowed,complete,5.0,30.0,30.0,2025-10-20,2025-10-20,40.0,0.0,50.0,1.0,False
5a5b036a-9dac-44f2-82a3-9d8c0cd36525,28,AI-disallowed,complete,2.0,70.0,120.0,2025-10-20,2025-11-03,121.0,175.0,250.0,3.0,False
85d31d79-9e28-449a-a2a9-b5283742927b,4,AI-disallowed,complete,5.0,30.0,30.0,2025-10-21,2025-10-21,15.0,0.0,15.0,1.0,False
bacb8899-edc5-4edf-92f5-8547cff01df9,7,AI-allowed,complete,2.0,200.0,180.0,2025-10-21,2025-10-25,150.0,0.0,200.0,2.0,False
d192f55b-04c4-4a81-b16a-37678c6d384c,28,AI-disallowed,complete,1.0,50.0,60.0,2025-10-21,2025-11-04,74.0,0.0,80.0,4.0,False
8de0c278-1439-4c7e-b69c-f68ef3264321,30,AI-allowed,complete,3.0,20.0,30.0,2025-10-21,2025-11-11,330.0,45.0,500.0,4.0,False
a58cd4cb-7b7b-43cc-a22a-b654fca70100,4,AI-allowed,complete,5.0,25.0,30.0,2025-10-22,2025-10-22,23.0,0.0,28.0,1.0,False
7475be3a-033f-45ab-8617-307163a5ec05,4,AI-allowed,complete,5.0,10.0,10.0,2025-10-22,2025-10-22,5.0,0.0,5.0,1.0,False
3125541d-3304-4a8b-8f1d-51b85bcc19e0,28,AI-disallowed,incomplete,1.0,240.0,300.0,2025-10-22,2025-11-03,293.0,14.0,240.0,5.0,False
7e0d8c56-b165-4aad-a75f-b7ddb74afed3,30,AI-disallowed,complete,4.0,10.0,10.0,2025-10-22,2025-11-10,45.0,160.0,90.0,2.0,False
61d17270-d9fa-409a-93ae-329b160c13e3,4,AI-allowed,complete,5.0,90.0,90.0,2025-10-23,2025-10-23,85.0,0.0,90.0,3.0,False
a9444be7-37c4-409a-8282-fb20a03fa951,24,AI-disallowed,complete,4.0,900.0,900.0,2025-10-23,2025-10-31,1421.0,0.0,1300.0,5.0,False
6b1d2388-44a4-4e40-92c5-473d2aeb668b,2,AI-allowed,complete,3.0,240.0,600.0,2025-10-23,2025-10-23,330.0,30.0,660.0,3.0,False
08f3d52a-f8d6-4c76-9fed-dea8f27107ca,52,AI-disallowed,complete,3.0,20.0,15.0,2025-10-23,2025-10-23,70.0,0.0,15.0,2.0,False
ca60aa26-0aa7-475a-8ee6-933da1f6e63b,9,AI-allowed,complete,3.0,90.0,120.0,2025-10-23,2025-10-23,130.0,5.0,150.0,2.0,False
1d94065e-d1ee-4d6f-9b74-6e0c583338d5,28,AI-disallowed,incomplete,3.0,30.0,40.0,2025-10-23,2025-10-23,63.0,,50.0,2.0,False
1e139ac9-d097-4a86-a5b3-c9bbb5945264,9,AI-allowed,complete,2.0,80.0,110.0,2025-10-24,2025-11-03,110.0,10.0,90.0,2.0,False
2cc5ef73-aff0-4d79-991c-9f2a1a076115,28,AI-disallowed,incomplete,1.0,160.0,180.0,2025-10-24,2025-10-31,796.0,38.0,,5.0,False
a92033b9-e607-4223-b3b4-f7c44c31457d,2,AI-disallowed,complete,3.0,120.0,180.0,2025-10-25,2025-11-02,360.0,0.0,300.0,4.0,False
1bcc3e19-844e-4695-beda-9cb5554fca8e,9,AI-disallowed,complete,3.0,70.0,90.0,2025-10-25,2025-11-15,125.0,10.0,160.0,2.0,False
873fff8e-9df6-4d73-89d1-7583838c109f,2,AI-disallowed,complete,2.0,360.0,900.0,2025-10-25,2025-11-02,880.0,180.0,400.0,4.0,False
dbcca3e3-ed8e-47bf-ac1b-f83a0def0ad8,2,AI-allowed,complete,3.0,180.0,360.0,2025-10-26,2025-10-27,510.0,90.0,780.0,3.0,False
3199a753-8538-461f-85fb-b1dee25500f1,22,AI-allowed,complete,4.0,30.0,30.0,2025-10-26,2025-10-26,62.0,0.0,62.0,1.0,False
8cfa9965-a7a0-4d4c-bc4c-4c8e1c416102,17,AI-allowed,incomplete,2.0,300.0,300.0,2025-10-26,2025-10-26,,,,,False
b2620ccc-9ad6-4bf5-85b9-30227d511a45,9,AI-disallowed,complete,1.0,120.0,140.0,2025-10-26,2025-10-31,120.0,5.0,140.0,3.0,False
de67d537-09dc-4303-a009-245e6da15bcb,5,AI-allowed,complete,2.0,90.0,120.0,2025-10-26,2025-10-26,80.0,0.0,120.0,2.0,False
87c20a7c-cb93-4df7-816a-3c9ee20eea2a,2,AI-disallowed,complete,3.0,30.0,60.0,2025-10-27,2025-10-28,60.0,20.0,30.0,2.0,False
9d7e9e12-738a-4573-b9b1-3b6a59201f20,30,AI-allowed,incomplete,1.0,200.0,500.0,2025-10-27,2025-10-28,68.0,,,,False
0679608e-2fb2-454e-b097-de3c66f1c912,30,AI-allowed,complete,2.0,120.0,240.0,2025-10-28,2025-11-10,225.0,20.0,280.0,3.0,False
b0ad2f9d-00b2-456a-9c0b-07b1beecd7b7,5,AI-allowed,complete,2.0,80.0,120.0,2025-10-28,2025-10-28,120.0,0.0,150.0,2.0,False
22889ee1-0eec-4213-86bc-f1120606dfe2,23,AI-allowed,incomplete,2.0,30.0,60.0,2025-10-28,2025-10-28,,,,,False
93e8d150-ae8e-41d5-9a6e-e1ad46f5cba6,9,AI-allowed,complete,2.0,130.0,150.0,2025-10-28,2025-12-20,270.0,15.0,320.0,4.0,False
eaeb75d4-8d25-423f-96ed-3b36747c0c95,9,AI-disallowed,ditched,1.0,300.0,360.0,2025-10-28,2026-02-11,,,,,False
16f6b8c7-54eb-4ca7-8f9b-46077f7103d5,2,AI-disallowed,ditched,1.0,240.0,600.0,2025-10-29,2025-10-30,0.0,0.0,0.0,2.0,False
12b31d22-c5d2-42c5-8f1a-ecb1450accc9,2,AI-disallowed,complete,4.0,150.0,360.0,2025-10-29,2025-10-30,270.0,90.0,180.0,3.0,False
5c19dafb-1367-4eca-8426-ac93c70238a8,5,AI-allowed,complete,4.0,90.0,120.0,2025-10-29,2025-10-30,295.0,0.0,330.0,2.0,False
74994f41-84b9-4bf3-a740-ffbb2d168c80,5,AI-disallowed,complete,4.0,60.0,120.0,2025-10-29,2025-10-30,82.0,0.0,60.0,2.0,False
d587fdcd-4a8b-45b1-98b8-5af0f80499c5,9,AI-disallowed,ditched,2.0,240.0,260.0,2025-10-29,2025-12-20,,,,,False
cc6004ea-beac-4811-bc38-b106db3c62b4,5,AI-allowed,complete,4.0,180.0,300.0,2025-10-29,2025-11-03,132.0,0.0,240.0,3.0,False
76dc98ee-b30a-46de-9aad-b324f01b41cb,30,AI-disallowed,complete,1.0,90.0,240.0,2025-10-29,2025-10-29,30.0,0.0,15.0,3.0,False
e279b947-792e-45ac-b53b-c0aeebf19190,5,AI-allowed,complete,4.0,150.0,220.0,2025-10-29,2025-11-03,193.0,0.0,300.0,3.0,False
140e5a6b-74d9-467b-b66f-8985389acd88,8,AI-allowed,ditched,1.0,120.0,150.0,2025-10-29,2025-10-31,,,,,False
9b968b93-e9d3-4f9a-bde2-e98841def209,24,AI-disallowed,complete,4.0,300.0,330.0,2025-10-30,2025-11-12,578.0,0.0,548.0,5.0,False
5b6d7e70-718b-4428-b2d3-731fb26bfc68,28,AI-disallowed,complete,1.0,200.0,240.0,2025-10-30,2025-10-30,410.0,0.0,360.0,4.0,False
11b4fede-4abd-416f-a9be-37a6ea272e6b,2,AI-disallowed,ditched,3.0,120.0,300.0,2025-10-30,2026-02-22,,,,,False
d1815f72-6b96-48dc-801a-4f42aeb6e96b,36,AI-allowed,complete,3.0,240.0,480.0,2025-10-30,2025-11-02,229.0,0.0,450.0,4.0,False
76195a6c-49dd-4f86-b8d7-0af8ddefee08,22,AI-allowed,complete,4.0,60.0,90.0,2025-10-31,2025-10-31,55.0,11.0,90.0,1.0,False
bb7ab69e-b1a9-4452-8ea7-dc8c19398fc2,28,AI-disallowed,complete,1.0,300.0,360.0,2025-10-31,2025-11-02,456.0,0.0,390.0,4.0,False
e8f2d3df-2dc2-438e-89d1-99e57da517fa,40,AI-allowed,complete,1.0,60.0,60.0,2025-10-31,2025-11-03,60.0,15.0,60.0,1.0,False
141c1421-08c1-4f70-91ce-51a6023020a0,40,AI-allowed,ditched,1.0,60.0,60.0,2025-10-31,2025-10-31,,,,,False
86ad428c-5d8f-4e67-871b-58e729964caf,49,AI-allowed,complete,5.0,180.0,150.0,2025-10-31,2025-11-12,93.0,10.0,103.0,2.0,False
f858eb71-f4fe-4bbe-b6af-4e47ff12c627,2,AI-allowed,complete,3.0,120.0,210.0,2025-10-31,2025-11-01,240.0,70.0,240.0,3.0,False
3479dd32-465f-4e7e-ac20-c9b3938620ce,14,AI-allowed,ditched,1.0,270.0,300.0,2025-10-31,2025-11-03,150.0,,,,False
69f66772-cd9c-4474-a4df-73f574252987,5,AI-allowed,complete,4.0,90.0,200.0,2025-11-01,2025-11-01,152.0,0.0,450.0,3.0,False
8a7b8bb2-a8c9-4679-a588-94d4ea8787da,7,AI-allowed,complete,2.0,100.0,120.0,2025-11-01,2025-11-02,58.0,0.0,65.0,2.0,False
3e4d5a27-63b1-46ee-b636-f1a052004cad,9,AI-disallowed,complete,1.0,210.0,240.0,2025-11-01,2025-11-13,365.0,0.0,380.0,4.0,False
d9fed50b-65a3-4b5e-8f4a-c17cd614995b,16,AI-disallowed,complete,1.0,20.0,30.0,2025-11-02,2025-11-02,20.0,0.0,25.0,1.0,False
a1f42f38-3e68-4a7d-98dd-99a927dfb7bb,5,AI-disallowed,complete,4.0,40.0,90.0,2025-11-02,2025-11-02,66.0,0.0,30.0,1.0,False
d9b376eb-ff6c-4f50-9f29-db36670398e5,5,AI-disallowed,complete,4.0,50.0,95.0,2025-11-02,2025-11-03,57.0,0.0,120.0,2.0,False
b7de386e-2cc6-4613-824a-8eb88b58dbf5,5,AI-disallowed,complete,4.0,45.0,90.0,2025-11-02,2025-11-06,73.0,0.0,55.0,1.0,False
9b84e2cc-dd6e-447f-87f9-449b12fe6f81,5,AI-allowed,complete,4.0,50.0,90.0,2025-11-02,2025-11-02,70.0,0.0,110.0,1.0,False
57780539-4945-4212-9780-f7804f1a114f,28,AI-disallowed,complete,1.0,210.0,240.0,2025-11-02,2025-11-03,237.0,0.0,220.0,4.0,False
656ce47b-c0aa-429e-912f-2c671074886e,5,AI-disallowed,complete,2.0,60.0,90.0,2025-11-03,2025-11-20,87.0,0.0,60.0,2.0,False
f1496fe2-7c56-4b8f-a126-948b0c6a8ea9,22,AI-allowed,complete,3.0,30.0,60.0,2025-11-03,2025-11-03,35.0,0.0,60.0,2.0,False
5d2e243a-07e3-4b4b-b6fd-1783a89791f7,22,AI-disallowed,complete,3.0,30.0,45.0,2025-11-03,2025-11-30,110.0,10.0,30.0,4.0,False
631cf321-d24c-4fe7-9285-8a9f14b0cd93,1,AI-allowed,ditched,3.0,140.0,150.0,2025-11-03,2025-11-05,,,,,False
1da56e41-dc4f-4378-8f34-00e526fe452f,28,AI-allowed,complete,1.0,300.0,360.0,2025-11-03,2025-11-05,340.0,0.0,370.0,4.0,False
fac6bc1f-e465-485c-b9d4-ede7aa6b48a7,43,AI-allowed,ditched,2.0,60.0,90.0,2025-11-04,2025-11-09,,,,,False
0acd3530-c5a4-4590-bb59-d6c735b72a6f,43,AI-allowed,incomplete,1.0,180.0,240.0,2025-11-04,2025-11-04,,,,,False
748798d7-54f2-4526-9c83-675c8a4c8ec5,43,AI-allowed,incomplete,1.0,180.0,240.0,2025-11-04,2025-11-04,,,,,False
cb31d098-f51a-4fd4-8443-0b3927d85664,43,AI-allowed,ditched,4.0,90.0,120.0,2025-11-04,2026-02-23,,,,,False
4b091488-66ec-4df5-a6b3-a0b65b39f163,9,AI-allowed,incomplete,1.0,270.0,300.0,2025-11-04,2026-01-28,,,,,False
7f2246a4-5b0e-4bdd-becf-2bce61d8547d,43,AI-allowed,complete,2.0,120.0,180.0,2025-11-04,2026-01-30,180.0,750.0,540.0,4.0,False
f353c5a5-db5d-4053-a7f1-c359b0b2bb63,43,AI-disallowed,incomplete,4.0,60.0,60.0,2025-11-04,2025-11-04,,,,,False
0169503d-c225-41d0-94de-b1e4b9736b2e,43,AI-disallowed,incomplete,2.0,600.0,720.0,2025-11-04,2025-11-04,,,,,False
4667dd42-a880-49d2-933a-d435af260e0a,43,AI-allowed,incomplete,4.0,150.0,210.0,2025-11-04,2025-11-04,,,,,False
fbd6039a-514c-4034-a311-2e12477c7b16,43,AI-allowed,ditched,2.0,120.0,150.0,2025-11-04,2025-12-23,,,,,False
f7a7f765-12cd-49d1-9ace-d39a97439e8a,9,AI-disallowed,complete,3.0,300.0,300.0,2025-11-04,2025-11-09,125.0,15.0,180.0,3.0,False
e19441e4-b79b-49d0-ab18-15b91397901e,1,AI-allowed,complete,3.0,150.0,160.0,2025-11-05,2025-11-25,227.0,2.0,202.0,4.0,False
9d26c156-e771-45b3-81ae-026a19f7b4f0,28,AI-disallowed,incomplete,1.0,840.0,960.0,2025-11-06,2026-01-19,,,,,False
4bc67bc4-f1fe-4f9a-811b-8c77297fa13b,25,AI-allowed,complete,4.0,25.0,25.0,2025-11-06,2025-11-06,25.0,0.0,25.0,2.0,False
ef293f48-e492-4a21-83f0-52b94add3b2c,44,AI-disallowed,complete,3.0,300.0,360.0,2025-11-06,2026-01-07,192.0,0.0,200.0,2.0,False
1a8046de-dc95-4098-9c72-60fced73bf7e,44,AI-disallowed,complete,1.0,120.0,240.0,2025-11-06,2025-11-08,229.0,50.0,90.0,4.0,False
fb4da46d-3b69-43c8-a6b8-0f914f487145,7,AI-disallowed,complete,3.0,60.0,80.0,2025-11-06,2025-11-08,52.0,0.0,40.0,2.0,False
b8e2d92d-b38b-4055-8bf9-73aea7a21ad3,30,AI-allowed,incomplete,3.0,240.0,500.0,2025-11-06,2025-11-06,,,,,False
7dd9f383-bed5-4b4e-8345-56883db5226b,25,AI-disallowed,complete,4.0,15.0,15.0,2025-11-06,2025-11-06,15.0,0.0,15.0,2.0,False
8faa6965-0bdf-483c-b341-de10779d8259,11,AI-disallowed,complete,3.0,30.0,45.0,2025-11-06,2025-11-25,69.0,0.0,70.0,2.0,False
1b5c6af9-6254-4c3a-957a-5d1ccb5a456d,42,AI-allowed,complete,1.0,1080.0,1200.0,2025-11-06,2025-11-17,580.0,370.0,1000.0,4.0,False
890f1fd9-c994-48d8-ab96-8d562af6833e,24,AI-disallowed,complete,4.0,960.0,960.0,2025-11-07,2025-11-22,1127.0,0.0,1007.0,4.0,False
118b6bbf-ee51-478f-b088-9579d5b34412,25,AI-allowed,complete,4.0,50.0,60.0,2025-11-07,2025-11-07,46.0,0.0,50.0,3.0,False
c5d57d99-d5ce-442a-aab6-bf1098ba60a0,50,AI-disallowed,complete,4.0,45.0,1.0,2025-11-07,2025-11-22,306.0,90.0,206.0,4.0,False
e7c31a8b-6782-4498-bb77-ea448c0dfe40,18,AI-disallowed,complete,5.0,90.0,60.0,2025-11-07,2025-11-08,80.0,0.0,60.0,2.0,False
fc605759-146e-4edc-aa15-7c35ed39e8b0,45,AI-disallowed,complete,2.0,180.0,240.0,2025-11-07,2025-11-12,347.0,91.0,300.0,4.0,False
d4ca1325-9cad-4562-b053-ee85a5e2bbb9,50,AI-disallowed,complete,4.0,10.0,10.0,2025-11-08,2025-11-08,5.0,0.0,5.0,1.0,False
65a3defb-201a-4395-8100-b0a767ddf960,32,AI-allowed,ditched,3.0,25.0,30.0,2025-11-08,2025-11-11,,,,,False
64e7ebe2-927e-4934-a69d-69423f6a21c9,32,AI-allowed,ditched,4.0,30.0,45.0,2025-11-08,2025-11-08,,,,,False
3ab6b923-af06-4e39-adbb-649760245b9a,32,AI-allowed,complete,4.0,45.0,60.0,2025-11-08,2025-11-08,15.0,0.0,15.0,1.0,False
fe6967dc-f51e-4702-b6f6-2f558510b39d,33,AI-allowed,complete,1.0,20.0,30.0,2025-11-08,2025-11-08,43.0,22.0,55.0,1.0,False
34574a75-af78-469f-958d-186a74ba49c0,18,AI-disallowed,complete,5.0,30.0,30.0,2025-11-08,2025-11-11,30.0,60.0,60.0,3.0,False
12db061c-a3d4-48e4-9590-e1c73f0d6a43,18,AI-disallowed,incomplete,5.0,60.0,60.0,2025-11-08,2025-11-08,,,,,False
6e1de219-d77c-4b16-8114-d1e808ec31e7,18,AI-allowed,incomplete,5.0,60.0,60.0,2025-11-08,2025-11-08,,,,,False
2b1106bf-4e57-430b-bc2d-263b82ad9813,18,AI-disallowed,incomplete,4.0,60.0,60.0,2025-11-08,2025-11-08,,,,,False
c0abfdb1-c7e4-465b-880d-19458baa4d93,18,AI-allowed,ditched,3.0,120.0,120.0,2025-11-08,2025-12-14,,,,,False
979582c1-ec80-48b8-85b1-43274966aa7b,18,AI-allowed,complete,5.0,60.0,60.0,2025-11-08,2025-11-09,30.0,60.0,80.0,3.0,False
2a7550b8-e3fb-462a-a98a-123480a88ae9,7,AI-allowed,ditched,3.0,40.0,60.0,2025-11-09,2026-01-22,67.0,31.0,40.0,3.0,False
e49e9d3e-0639-4f5a-a42e-5b4017934f0e,7,AI-allowed,complete,3.0,80.0,120.0,2025-11-09,2025-12-29,77.0,114.0,200.0,3.0,False
dbd43dcf-4cc7-4c4b-822a-612750cdc203,36,AI-allowed,complete,3.0,30.0,60.0,2025-11-09,2025-11-09,50.0,0.0,100.0,2.0,False
d5e6ae00-8f96-42f1-9264-645f711dd820,36,AI-disallowed,complete,2.0,120.0,240.0,2025-11-09,2025-11-11,165.0,0.0,90.0,3.0,False
72427ff3-6cc1-4bbd-99eb-a3c8b8613315,5,AI-disallowed,ditched,4.0,120.0,300.0,2025-11-10,2025-11-30,,,,,False
